"label","en_text","id_text"
"negative","In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .","Pada periode pelaporan, EPS berada di EUR0,07 versus EUR0,11."
"negative","Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .","Hasil operasi menunjukkan kerugian sebesar EUR 2,9 juta, sedangkan tahun sebelumnya, menunjukkan keuntungan sebesar EUR 0,6 juta."
"negative","Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .","Maskapai penerbangan Finlandia Finnair memulai PHK sementara awak kabin pada bulan Februari 2010 ."
"negative","The company expects its net sales for the whole 2009 to remain below the 2008 level .","Perusahaan mengharapkan penjualan bersih untuk keseluruhan 2009 tetap di bawah tingkat 2008 ."
"negative","In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .","Pada bulan Januari-November 2009, penjualan grup mencapai EUR 7,801.7 juta, yang merupakan penurunan sebesar 12,6% dari periode yang sama tahun 2008."
"negative","At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .","Pada 13:33, OMX Helsinki 25 turun 0,30 persen pada 2.463,67 dan OMX Helsinki turun 0,37 persen pada 8.537,42 pada volume 256 juta euro."
"negative","The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .","Dampaknya juga akan dibebani oleh peningkatan biaya tetap yang terkait dengan operasi di Tiongkok, dan biaya restrukturisasi di Jepang."
"negative","Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .","Arus kas bersih dari aktivitas operasi negatif sebesar EUR 3,1 juta , dibandingkan dengan EUR 23,3 juta pada periode yang sama tahun 2009 ."
"negative","Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .","Saham Royal dan Sun Alliance terus merosot dari level tertingginya dalam 12 bulan di 172p bulan lalu, setelah calon pelamar menolak tawaran pengambilalihan."
"negative","At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .","Saat ini, merek dagang Pit-Produkt kurang dikenal di luar Barat Laut Rusia."
"negative","Small investors have voiced fears that the shares will end up with risk investors .","Investor kecil telah menyuarakan kekhawatiran bahwa saham tersebut akan berakhir dengan investor berisiko."
"negative","Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '","Antti Orkola, presiden unit Solusi Industri Kemira GrowHow, mengatakan kepada Thomson Financial News bahwa perusahaan telah menunda pembukaan tambang karena harga fosfat telah 'cukup tertekan untuk waktu yang lama'. '"
"negative","As a result some 20 persons will no longer be needed .","Akibatnya, sekitar 20 orang tidak diperlukan lagi."
"negative","Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .","Grup pembersihan dan pengelolaan sampah Finlandia Lassila & Tikanoja Oyj ( L&T ) laba bersih turun menjadi 32,2 juta euro ($ 47,7 juta) untuk tahun 2007 dari 35,3 juta euro ($ 52,3 juta) untuk tahun 2006 ."
"negative","Sanoma News ' advertising sales decreased by 22 % during the year .","Penjualan iklan Sanoma News menurun sebesar 22% sepanjang tahun ini."
"negative","Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .","Dolce & Gabbana telah meminta Uni Eropa untuk menyatakan merek dagang pola bunga ``Unikko' milik Marimekko Corporation tidak valid, dalam perselisihan yang berlanjut antara kedua perusahaan tersebut."
"negative","In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .","Pada tahun 2009, kerugian bersih Stora Enso adalah EUR 879,7 juta dibandingkan EUR 673,4 juta pada tahun sebelumnya."
"negative","The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .","Saham tersebut terkena peringatan keuntungan dari saingan Finlandia Rautaruukki Oyj ( OMX : RTRKS ) ."
"negative","Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .","Saat ini, perusahaan memperkirakan laba sebelum pajak akan tetap di bawah level tahun 2009 ketika mencapai EUR 700,000 USD 934,000, dibandingkan dengan proyeksi sebelumnya mengenai laba sebelum pajak yang sedikit lebih baik."
"negative","As a result of the negotiations , the company will terminate total 5 employment contracts .","Dari hasil negosiasi tersebut, perusahaan akan memutuskan total 5 kontrak kerja."
"negative","The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .","Negosiasi ini menghasilkan pengurangan 80 orang yang memiliki pekerjaan tetap, dan sekitar separuhnya akan ditanggung oleh program pensiun."
"negative","In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .","Dalam perdagangan bangunan dan perbaikan rumah , penjualan turun 22,5% menjadi EUR 201,4 juta ."
"negative","The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .","Keputusan tersebut berarti pemberhentian sementara dengan jangka waktu tetap di unit Nastola dan Jyvaskyla milik perusahaan, masing-masing di Finlandia selatan dan tengah."
"negative","The measures result from weak demand in the shipbuilding industry .","Langkah-langkah ini diakibatkan oleh lemahnya permintaan di industri pembuatan kapal."
"negative","Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .","Pemrosesan batu sabun Finlandia dan pembuat perapian Tulikivi Oyj mengatakan pada 26 Februari 2007 akan memangkas kurang dari 20 pekerjaan dari organisasi penjualan perapiannya, fasilitas produksi dan anak perusahaannya Kermansavi Oy."
"negative","Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .","Suominen Corporation Finlandia yang membuat tisu basah, bukan tenunan, dan kemasan fleksibel memulai negosiasi majikan-karyawan di pabrik Tampere di Finlandia untuk memberhentikan sekitar 25 karyawan."
"negative","Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .","Produsen kontrak elektronik Finlandia Scanfil melaporkan penjualan bersih sebesar EUR 58,9 juta pada kuartal kedua tahun 2007, turun dari EUR 62,4 juta pada tahun sebelumnya."
"negative","The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .","Kerugian operasional grup ini adalah EUR 0,8 juta, turun dari keuntungan sebesar EUR 2,5 juta pada tahun 2004."
"negative","Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .","Suominen Corporation Finlandia yang membuat tisu, bukan tenunan, dan kemasan fleksibel, mengharapkan perubahan dalam situasi pasar untuk mengurangi penjualan tenunan Suominen dan tisu basah dari perkiraan volume sebelumnya."
"negative","Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .","Kerugian sebelum pajak mencapai EUR 162,3 juta dibandingkan dengan laba EUR 253,5 juta pada tahun 2007 ."
"negative","Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .","Dibandingkan dengan indeks FTSE 100, yang naik 94,9 poin (atau 1,6%) pada hari itu, ini merupakan perubahan harga relatif sebesar -0,4%."
"negative","( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .","(ADPnews) – 1 Desember 2009 – Produsen peralatan makan dan tangan asal Finlandia, Fiskars Oyj Abp (HEL: FISAS) hari ini mengumumkan bahwa mereka akan memberhentikan total 18 staf kantor dan manajemen di anak perusahaannya, Iittala Group Ltd."
"negative","In addition the production personnel of the Sport Division have been given a temporary lay-off warning .","Selain itu personel produksi Divisi Olahraga telah diberi peringatan pemberhentian sementara."
"negative","Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .","Laba per saham EPS pada tahun 2005 turun menjadi EUR0,66 dari EUR1,15 pada tahun 2004."
"negative","In Sweden , there is an oversupply of pharmacies .","Di Swedia, terdapat kelebihan pasokan apotek."
"negative","The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .","Perusahaan mengatakan bahwa laba operasional yang sebanding untuk periode Januari-Juni jauh di bawah kinerja serupa tahun lalu."
"negative","Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .","Dibandingkan dengan indeks FTSE 100, yang naik 36,7 poin (atau 0,6%) pada hari itu, ini merupakan perubahan harga relatif sebesar -0,2%."
"negative","Temporary lay-offs , affecting the entire workforce , will also be implemented .","Pemberhentian sementara yang berdampak pada seluruh tenaga kerja juga akan dilakukan."
"negative","Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .","Tahun lalu , 8,3 juta penumpang menerbangkan maskapai itu , turun 4 persen dari 2007 ."
"negative","According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .","Menurut perusahaan , selain fluktuasi musiman yang normal , situasi pasar telah melemah selama musim gugur 2008 ."
"negative","The poorest index figure was given to Finnish power company Fortum , 4.5 .","Angka indeks termiskin diberikan kepada perusahaan listrik Finlandia Fortum, 4,5."
"negative","Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .","Kerugian operasional mencapai EUR 0,9 juta, turun dari laba EUR 2,7 juta."
"negative","In this case , the effect would be negative in Finland .","Dalam hal ini, dampaknya akan negatif di Finlandia."
"negative","Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .","Perusahaan konstruksi Finlandia YIT mengurangi jumlah unit perumahan yang dibiayai pasar pada 2007 menjadi sekitar 2.300 dari yang diumumkan sebelumnya 2.700 ."
"negative","Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .","Pembuat batu sabun dan perapian asal Finlandia Tulikivi Oyj mengatakan pada 26 Februari 2007 pihaknya akan memangkas kurang dari 20 pekerja dari organisasi penjualan perapian, fasilitas produksi dan anak perusahaannya Kermansavi Oy."
"negative","The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .","Tingkat pemanfaatan kapasitas yang rendah dalam produksi baja sangat meningkatkan biaya tetap per unit baja yang diproduksi."
"negative","Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .","Penyedia solusi perangkat lunak manajemen Finlandia Ixonos Oyj laba bersih turun menjadi 369.000 euro ($ 575.000) untuk kuartal pertama tahun 2008 dari 669.000 euro ($ 1,0 juta) untuk periode yang sama tahun 2007 ."
"negative","We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .","Kami juga telah memotong proyeksi harga kami untuk kertas dan kemasan,'' kata seorang analis Goldman Sachs dalam sebuah catatan pada hari Senin."
"negative","The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .","Kerugian operasional sebesar EUR 0,8 juta, dibandingkan dengan keuntungan sebesar EUR 3,9 juta pada tahun sebelumnya."
"negative","Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .","Stockmann Group yang berbasis di Finlandia telah menutup tujuh toko olahraga waralaba Nike di Rusia."
"negative","Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .","Finnair yakin pemogokan ini akan menyebabkan kerugian bersih harian lebih dari EUR 2 juta karena pembatalan reservasi dan pengalihan rute penumpang."
"negative","Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .","Laba sebelum pajak mencapai EUR 9,0 juta , turun dari EUR 36,3 juta di tahun 2007 ."
"negative","Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .","Hanya pengemudi yang tersisa di dalam mobil bersama tersangka, yang diculik dan dipaksa di bawah todongan senjata untuk pergi ke Durham."
"negative","The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .","Maskapai ini memperkirakan bahwa pembatalan penerbangannya karena penutupan wilayah udara Eropa, dan proses memulai kembali lalu lintas, telah menyebabkan kerugian sebesar EUR20 juta bagi perusahaan, termasuk biaya akomodasi penumpang yang terlantar."
"negative","The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .","Perusahaan mengatakan bahwa penjualan dalam tiga bulan hingga akhir Maret turun menjadi EUR86 ,4 juta US$ 113,4 juta dari EUR91,2 juta tahun lalu ."
"negative","Talentum 's net sales in September were smaller than expected .","Penjualan bersih Talentum pada bulan September lebih kecil dari perkiraan."
"negative","Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .","Laba untuk periode tersebut turun menjadi EUR 1,6 juta dari EUR 7,5 juta pada Januari-September 2008 ."
"negative","This is bad news for the barbeque season .","Ini adalah berita buruk untuk musim barbeque."
"negative","17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .","17 Maret 2011 - Goldman Sachs memperkirakan terdapat prospek negatif bagi operasi seluler Telenor ASA OSL: TEL di Norwegia dan TeliaSonera AB STO: TLSN di Norwegia dalam jangka pendek."
"negative","Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .","Laba bersih Glaston pada kuartal ketiga tahun 2007 turun menjadi 2,4 juta euro ($3,5 juta) dari 3,5 juta euro ($5,1 juta) pada periode yang sama tahun 2006."
"negative","`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . ''","`` Laba operasional menurun terutama karena kenaikan biaya kayu dan serat daur ulang serta penguatan euro. ''"
"negative","Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .","Laba operasional mencapai EUR 9,4 juta , turun dari EUR 11,7 juta pada tahun 2004 ."
"negative","Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .","Laba operasional untuk periode enam bulan menurun dari EUR21 juta, sementara penjualan bersih meningkat dari EUR436,9 juta, dibandingkan dengan periode yang sama pada tahun 2007."
"negative","Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .","Laba bersih Orion pada kuartal ketiga tahun 2007 turun menjadi 36,5 juta euro ($52,1 juta) dari 40,3 juta euro ($57,5 juta) pada tahun sebelumnya."
"negative","As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .","Sebagai hasil dari negosiasi, pekerjaan 130 karyawan kerah biru dan putih di pabrik Oulu akan dihentikan."
"negative","Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .","Penjualan makanan mencapai EUR 323,5 juta pada bulan Oktober 2009 , turun sebesar 5,5 % dari bulan Oktober 2008 ."
"negative","Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .","Selain itu, penjualan mobil penumpang baru dan kendaraan komersial ringan di negara ini menurun sebesar 5,4% tahun-ke-tahun pada bulan lalu."
"negative","Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .","Faktor beban penumpang Finnair, yang mengukur jumlah kursi yang terjual sebagai bagian dari semua kursi yang tersedia, turun 1,3 poin persentase menjadi 76,7% pada bulan September."
"negative","Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .","Laba per saham (EPS) pada tahun 2005 turun menjadi EUR1,87 dari EUR1,89 pada tahun 2003."
"negative","Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .","Salcomp Oyj, pembuat pengisi daya ponsel Finlandia, Senin mencatat kerugian EUR1,49 juta pada kuartal kedua dibandingkan dengan laba 1,70 juta pada periode yang sama tahun sebelumnya."
"negative","Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .","Laba operasional untuk periode 12 bulan menurun dari EUR28,2 juta sementara omset bersih meningkat dari EUR313,42 juta, dibandingkan dengan tahun keuangan 2004."
"negative","According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .","Menurut Aktia Asset Management, perkiraan analis Finlandia untuk tahun 2009 masih terlalu tinggi."
"negative","The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .","Perusahaan mengatakan bahwa laba operasi yang sebanding untuk periode Januari-Juni turun dari kinerja yang sesuai tahun lalu."
"negative","`` Those uncertainties cloud the long-term outlook . ''","`` Ketidakpastian tersebut mengaburkan prospek jangka panjang. ''"
"negative","Finnish M-real 's Kyro mill is starting negotiations to cut staff .","Pabrik Kyro M-real Finlandia memulai negosiasi untuk memotong staf."
"negative","`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .","""Dolar AS dan pound Inggris yang jauh lebih lemah berdampak pada penjualan dan harga rata-rata dalam euro,"" kata UPM."
"negative","Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .","Laba per saham (EPS) turun menjadi EUR 0,21 dari EUR 0,31."
"negative","UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .","Saham UPM turun 3 persen menjadi EURO 12.49 $ 17.24 pada perdagangan sore hari di Helsinki."
"negative","The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .","Perusahaan mengkonfirmasi perkiraan pendapatan yang lebih rendah untuk keseluruhan 2009 dibandingkan tahun lalu EUR 93,9 juta USD 137,3 m seperti yang diberikan dalam laporan sementara pada tanggal 5 Agustus."
"negative","Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .","Grup perangkat lunak bisnis Finlandia AffectoGenimap Oyj mengatakan laba bersihnya berkurang setengahnya menjadi 1,2 juta euro ($1,5 juta) dalam sembilan bulan pertama tahun 2006 dari 2,2 juta euro ($2,8 juta) pada periode yang sama tahun 2005."
"negative","Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .","Metso Foundries Jyvaskyla, Inc. akan memulai negosiasi personel tentang pemberhentian sementara dan pengurangan personel di Jyvaskyla, Finlandia."
"negative","The dollar fell , though , against the pound and the yen .","Namun dolar melemah terhadap pound dan yen."
"negative","Finnish media group Talentum has issued a profit warning .","Grup media Finlandia Talentum telah mengeluarkan peringatan keuntungan."
"negative","Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .","Laba bersih perusahaan media Finlandia Talentum Oyj turun menjadi 2,5 juta euro ($4,0 juta) pada kuartal pertama tahun 2008 dari 3,0 juta euro ($4,7 juta) pada periode yang sama tahun 2007."
"negative","All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .","Semua feri mengalami masalah di luar kepulauan Stockholm, yang terdiri dari lebih dari 20.000 pulau."
"negative","Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .","Pangsa pasar menurun pada rute antara Helsinki di Finlandia dan Tallinn di Estonia sebesar 0,1 poin persentase menjadi 24,8%."
"negative","Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .","Harga saham Nokia turun kurang dari satu persen menjadi 18,70 euro ($25,41) di Helsinki, sementara saham Siemens turun 1,02 persen menjadi 90,19 euro ($122,57) di Frankfurt."
"negative","After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .","Setelah Chuck Smith diberhentikan pada tanggal 30 Mei dari pekerjaannya sebagai konsultan perumahan senilai $90.000, dia dan istrinya harus memotong setengah pengeluaran untuk keluarga mereka yang beranggotakan enam orang, karena harus bergantung pada pendapatan istrinya -- hampir sama dengan pendapatannya - - sendiri ."
"negative","Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .","Suominen Fleksibel Packaging Ltd dari Finlandia, yang dimiliki oleh perusahaan tekstil lokal Suominen Corporation Group (HEL: SUY1V), mengatakan hari ini bahwa mereka akan memulai negosiasi karyawan mengenai seluruh personelnya di Finlandia."
"negative","Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .","Laba periode ini berjumlah EUR 1,1 juta, turun dari EUR 1,6 juta pada kuartal ketiga tahun 2008."
"negative","In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .","Di Finlandia, serikat staf OP-Pohjola memboikot tugas penjualan asuransi kelompok tersebut karena perusahaan tersebut menolak memperhitungkan penjualan asuransi dalam menentukan upah."
"negative","Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .","Karena penurunan penjualan bersih yang cepat, pengurangan personel telah dilakukan dalam skala yang lebih luas dari yang diperkirakan semula."
"negative","In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .","Dalam perdagangan bangunan dan perbaikan rumah, penjualan turun 22,5% menjadi EUR 201,4 juta."
"negative","It is the most awkward thing to use if you 're holding the phone with one hand .","Ini adalah hal yang paling canggung untuk digunakan jika Anda memegang telepon dengan satu tangan."
"negative","Earnings per share were at loss of EUR0 .24 .","Laba per saham mengalami kerugian sebesar EUR0,24."
"negative","L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .","Laba bersih L&T untuk keseluruhan tahun 2010 turun menjadi EUR 36 juta dari EUR 45 juta untuk tahun 2009 ."
"negative","Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .","Laba bersih perusahaan teknologi kaca Finlandia Glaston Oyj Abp turun menjadi 2,6 juta euro ($3,8 juta) pada sembilan bulan pertama tahun 2007 dari 7,8 juta euro ($11,4 juta) pada periode yang sama tahun 2006."
"negative","In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .","Pada tahun 2009, Comptel mengalami kerugian bersih sebesar EUR2,1 juta dari keuntungan sebesar EUR6,6 juta pada tahun sebelumnya."
"negative","Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .","Laba sebelum pajak turun 37% menjadi EUR 193,1 juta dari EUR 305,6 juta."
"negative","According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .","Menurut CEO Matti Perkonoja dari perusahaan induk HKScan, kinerja perusahaan pada kuartal pertama tahun 2010 jelas masih berada di bawah tingkat periode yang sama pada tahun 2009."
"negative","He said he has been losing five families a month to the economy as many make alternative arrangements to save money .","Dia mengatakan dia telah kehilangan lima keluarga setiap bulannya karena perekonomian karena banyak keluarga yang melakukan pengaturan alternatif untuk menghemat uang."
"negative","Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .","Penjualan Ragutis selama tujuh bulan, yang dikendalikan oleh pabrik bir Finlandia Olvi, turun 11,2 persen menjadi 15,41 juta liter, dan perusahaan menguasai 9,89 persen pasar."
"negative","The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .","Penjualan bersih seluruh tahun fiskal 2008 akan lebih rendah dibandingkan tahun 2007 dan laba operasional diperkirakan negatif."
"negative","The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .","Pengumuman ini muncul dua minggu sebelum perjanjian lisensi utama berakhir antara kedua perusahaan yang terlibat perselisihan mengenai pembayaran royalti untuk chip Texas Instrument yang menggunakan teknologi yang dipatenkan Qualcomm."
"negative","Operating profit decreased to nearly EUR 1.7 mn , however .","Namun laba operasional turun hingga hampir EUR 1,7 juta."
"negative","Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .","Laba per saham (EPS) berjumlah kerugian sebesar EUR0,05."
"negative","Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .","Laba operasional berjumlah EUR 3,8 juta, turun dari EUR 4,5 juta pada periode yang sama tahun 2005."
"negative","Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .","Penjualan bersih GeoSentric Finlandia turun menjadi EUR 939.000 pada Januari-Maret 2009 ."
"negative","`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .","`` Ada isu mengenai pencuri yang mencurinya dari lokasi bangunan,'' kata Mr Smith."
"negative","Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .","Lalu lintas kargo turun 1% tahun-ke-tahun menjadi 8.561 ton pada September 2009 ."
"negative","Net sales dropped by 6 % year-on-year to EUR 11.9 million .","Penjualan bersih turun 6% tahun-ke-tahun menjadi EUR 11,9 juta."
"negative","Scanfil issued a profit warning on 10 April 2006 .","Scanfil mengeluarkan peringatan keuntungan pada 10 April 2006 ."
"negative","The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .","Grup Elcoteq baru-baru ini mengumumkan bahwa tiga bulan terakhir tahun sebelumnya menyebabkan kerugian besar lebih dari setengah miliar kroon (EUR 32 juta) untuk kuartal kelima berturut-turut."
"negative","In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .","Pada bulan Februari, grup Elcoteq menjual fasilitasnya di St Petersburg; menurut informasi yang belum dikonfirmasi penyebabnya mungkin masalah pasokan karena layanan bea cukai Rusia."
"negative","Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .","Laba operasional untuk periode 12 bulan menurun dari EUR17 ,9 juta sementara penjualan bersih meningkat dari EUR58,3 juta , dibandingkan dengan tahun 2007 ."
"negative","EPS dropped to EUR0 .2 from EUR0 .3 .","EPS turun menjadi EUR0,2 dari EUR0,3."
"negative","Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .","Laba operasional sebesar -0,1 juta EUR, turun dari EUR 1,3 juta."
"negative","Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .","Laba operasional tidak termasuk item yang tidak berulang turun menjadi EUR 6,2 juta dari EUR 16,8 juta pada tahun 2007, mewakili 2,3% dari penjualan bersih."
